evt, m, deta, e_ratio
799,19.8059,1.99936,0.17808
800,14.4287,3.16857,0.103721
801,14.4829,2.58398,0.335673
802,18.174,2.53453,0.389171
803,14.4363,0.584271,0.982704
804,26.3062,0.768178,0.447452
805,15.5195,1.76198,0.268043
806,25.0057,0.774695,0.585365
807,15.4404,8.10767,0.173837
808,14.3368,1.81905,0.206082
809,14.7042,0.0419081,0.965259
810,14.1656,5.54403,0.02737
811,22.8671,0.861044,0.471431
812,17.3617,3.05712,0.35389
813,16.4421,1.51741,0.240278
814,18.9095,2.38161,0.167274
815,14.9366,0.577765,0.588307
816,21.464,3.64156,0.11506
817,22.9844,0.546894,0.83485
818,14.3973,2.5101,0.148941
819,21.96,4.42984,0.180169
820,16.1218,7.78755,0.107209
821,14.3626,4.65716,0.0543434
822,18.58,0.82268,0.489214
823,17.1339,1.36957,0.568157
824,16.4783,2.53757,0.310587
825,16.3753,4.77546,0.730633
826,17.0168,1.61716,0.263297
827,20.1319,0.556361,0.666019
828,18.1072,1.1717,0.569321
829,17.1492,3.13607,0.271989
830,17.5339,0.223132,0.809854
831,31.6298,4.719,0.0238229
832,15.4465,0.0746426,0.924866
833,19.6682,1.65675,0.460975
834,18.1344,4.52948,0.323438
835,17.0202,5.34161,0.0554894
836,16.3094,0.619226,0.498221
837,15.276,6.5751,0.0930279
838,16.5897,3.92032,0.0391265
839,23.8867,0.775974,0.72616
840,16.5067,4.04688,0.0294142
841,17.081,0.450771,0.642206
842,18.4932,5.12879,0.312976
843,15.3691,2.63803,0.134925
844,25.0494,1.81579,0.229466
845,15.8289,3.55124,0.367324
846,14.503,3.70734,0.0431357
847,15.1068,1.73515,0.396864
848,17.2682,3.49255,0.0891416
849,15.3209,1.70937,0.216917
850,17.6109,0.895554,0.441609
851,18.5991,5.62805,0.0988092
852,22.2879,1.88473,0.190842
853,18.0584,0.731244,0.903444
854,16.2045,1.68953,0.200829
855,14.4301,2.32796,0.336106
856,20.955,3.39983,0.420123
857,14.7411,5.03485,0.03878
858,15.8208,0.00579628,0.995441
859,15.4494,2.91588,0.520041
860,34.8789,4.2316,0.202851
861,15.1918,2.46228,0.382699
862,22.2756,3.85581,0.0503794
863,15.5964,6.14893,0.0114643
864,15.9721,3.73222,0.0393295
865,16.1223,0.469095,0.757835
866,18.2639,1.72846,0.209009
867,26.3373,1.40545,0.2842
868,20.0292,1.38627,0.284808
869,14.633,2.12221,0.215222
870,14.2467,0.704701,0.603152
871,15.0003,1.55564,0.353782
872,15.1002,3.44343,0.0539382
873,15.0967,2.408,0.343694
874,14.6759,2.96651,0.0647135
875,25.342,7.51816,0.110343
876,21.9715,2.03213,0.55238
877,14.9526,3.93346,0.0371676
878,14.1815,1.29665,0.498719
879,19.8946,5.89874,0.0143427
880,16.5745,1.22309,0.573956
881,14.8422,5.36783,0.152531
882,14.19,0.600253,0.615329
883,14.3849,1.64473,0.372596
884,16.0057,5.03674,0.433858
885,19.3493,0.63026,0.629013
886,19.5501,8.69828,0.0084526
887,18.4177,3.81626,0.7917
888,16.9488,4.78232,0.0347426
889,14.4418,0.241538,0.888427
890,15.2203,2.88865,0.212496
891,15.9802,1.61363,0.194134
892,17.622,1.2457,0.316304
893,14.2206,5.65362,0.945165
894,15.634,3.80379,0.0325467
895,15.8059,3.87633,0.1632
896,14.2257,0.848452,0.860504
897,14.3731,1.50917,0.302209
898,15.7458,0.649016,0.647588
899,32.652,1.60289,0.243704
900,14.7053,0.329125,0.816024
901,18.6313,2.04602,0.65551
902,17.1383,0.834271,0.440758
903,15.2331,2.24456,0.294955
904,14.7338,8.48902,0.111078
905,15.7483,6.80873,0.202816
906,14.5332,3.43541,0.106833
907,14.7529,3.92192,0.117836
908,15.1511,2.56556,0.31123
909,14.3817,5.3919,0.0516195
910,14.9875,0.630621,0.606506
911,16.9728,0.929638,0.488069
912,14.7494,4.17961,0.107182
913,15.2923,5.46817,0.0686749
914,15.9105,0.30539,0.859075
915,14.3363,0.985762,0.568346
916,14.2715,1.76744,0.851926
917,38.6631,7.15516,0.0133648
918,15.8816,3.93686,0.531895
919,18.9747,2.36394,0.170925
920,17.0266,7.07533,0.109259
921,23.4456,5.20419,0.0779362
922,15.2271,5.47459,0.0482703
923,15.941,1.06557,0.559387
924,14.4239,7.39287,0.0819149
925,16.42,1.38692,0.885601
926,15.6851,2.89405,0.452726
927,18.3641,0.809359,0.804393
928,20.5941,2.29249,0.122629
929,19.5464,1.42418,0.275142
930,18.5717,0.571801,0.605587
931,22.0621,3.96074,0.691278
932,16.1786,5.58747,0.63332
933,16.2493,2.2344,0.239744
934,19.7016,1.81676,0.213536
935,15.433,0.906159,0.475226
936,17.0016,4.26635,0.0482252
937,15.6441,0.503484,0.946999
938,17.2276,1.75628,0.175023
939,14.8634,6.96849,0.110303
940,16.217,0.0892353,0.863262
941,14.6104,0.00705968,0.981819
942,17.0938,1.25146,0.380257
943,15.5448,2.52841,0.457222
944,25.1695,8.35807,0.913984
945,14.9451,0.566354,0.978983
946,17.7749,0.40259,0.699097
947,15.6194,5.09923,0.631921
948,16.3205,3.12583,0.0673838
949,14.3654,1.14337,0.327096
950,30.0498,0.136859,0.871787
951,15.1949,2.31283,0.227493
952,16.2525,8.45244,0.0343212
953,15.3013,2.09337,0.137507
954,16.6163,2.72989,0.078713
955,18.8063,3.2328,0.127865
956,17.6727,0.124969,0.874414
957,14.1431,3.75096,0.368216
958,37.9016,6.73218,0.532827
959,17.686,4.12507,0.119381
960,16.304,2.40392,0.184948
961,14.7202,3.38458,0.501027
962,16.5626,1.40383,0.311501
963,14.4714,3.30353,0.161554
964,19.0455,3.54733,0.0408505
965,14.1578,4.73782,0.0232729
966,16.298,6.65148,0.772018
967,15.5605,0.981206,0.385394
968,15.282,7.58958,0.0742427
969,15.8154,5.76721,0.120159
970,36.1001,2.61273,0.271507
971,21.2662,3.10675,0.147961
972,14.7068,1.42998,0.232878
973,14.4293,1.42042,0.251546
974,14.6514,1.01817,0.770092
975,14.2572,0.598302,0.661035
976,16.9761,7.44236,0.167993
977,15.2357,2.09911,0.12907
978,18.2173,4.84166,0.130566
979,17.4541,2.31683,0.921683
980,14.829,2.97867,0.398498
981,15.8043,0.691952,0.487293
982,21.5288,3.43496,0.312927
983,19.9259,3.57535,0.0482661
984,16.1037,1.54807,0.331398
985,14.2472,0.164344,0.996992
986,17.4863,4.07644,0.023878
987,14.1794,2.95171,0.110573
988,18.2511,4.96736,0.306362
989,17.0362,3.35833,0.43329
990,16.1566,3.01572,0.30699
991,15.9962,2.03773,0.433349
992,16.0723,4.88327,0.57071
993,14.3764,2.26648,0.119004
994,14.4445,1.58622,0.206902
995,15.6019,5.29512,0.0352956
996,17.8584,5.90763,0.06331
997,14.3339,1.68766,0.226965
998,16.0234,0.127289,0.931636
999,17.3341,4.80018,0.0511993
