evt, m, deta, e_ratio
5844,3.76079,4.80785,0.440194
5845,3.77951,5.0555,0.414068
5846,6.72859,2.14975,0.902119
5847,3.87605,1.29624,0.397981
5848,4.03493,3.38884,0.712039
5849,6.72286,5.76689,0.0092372
5850,3.71141,1.86678,0.362057
5851,7.00233,3.39282,0.828872
5852,3.68003,1.10257,0.834748
5853,5.1952,0.637714,0.99687
5854,3.98763,1.43417,0.994914
5855,5.36669,0.34089,0.747286
5856,4.0704,0.922311,0.401267
5857,4.53124,2.7302,0.351115
5858,4.22332,0.955253,0.448644
5859,3.73548,1.51263,0.246402
5860,3.78493,5.55488,0.0105953
5861,3.76807,7.11784,0.0812085
5862,3.62075,4.01615,0.0974608
5863,4.24977,2.58143,0.383156
5864,4.84896,0.666667,0.951624
5865,4.17998,1.05953,0.625341
5866,3.61741,2.58971,0.109607
5867,4.49169,2.07113,0.250936
5868,3.7362,4.78362,0.0369874
5869,4.70019,2.75434,0.580377
5870,4.54683,1.75382,0.652344
5871,5.14665,0.440774,0.776601
5872,4.9963,4.62937,0.27607
5873,4.55218,5.38663,0.453832
5874,5.44473,3.01198,0.72209
5875,3.71072,1.63303,0.436312
5876,4.35324,4.60046,0.0277398
5877,3.9478,1.19514,0.459361
5878,3.77655,2.67506,0.233119
5879,3.91326,4.03193,0.0434469
5880,3.61923,2.71521,0.461886
5881,3.95526,2.66538,0.145445
5882,3.58903,0.899945,0.440069
5883,4.48144,1.12202,0.388349
5884,5.09153,0.515786,0.967238
5885,5.1231,1.68057,0.71599
5886,3.54374,2.80855,0.0844796
5887,3.76853,0.652453,0.458551
5888,6.26503,2.83448,0.0640482
5889,3.64948,1.38726,0.367348
5890,3.71668,2.1366,0.387774
5891,3.6729,1.7875,0.153901
5892,3.81944,1.82946,0.430176
5893,4.33289,1.81017,0.37876
5894,4.04841,2.91026,0.0602037
5895,4.29136,6.20523,0.47716
5896,5.37182,4.06485,0.212076
5897,3.65292,3.56059,0.111264
5898,5.20118,4.07827,0.0240488
5899,3.82662,4.65782,0.0357736
5900,3.60475,6.91785,0.67403
5901,3.59367,3.44914,0.385352
5902,3.60943,0.115921,0.810735
5903,10.0368,1.18925,0.483691
5904,3.73355,0.549558,0.602198
5905,3.90452,4.88903,0.0200602
5906,4.64873,0.0279958,0.937908
5907,4.88596,5.40313,0.555287
5908,4.15259,2.51877,0.125597
5909,4.32235,0.92016,0.443021
5910,3.74304,0.419258,0.785067
5911,4.34332,2.20693,0.108428
5912,4.31204,0.899411,0.447901
5913,4.31352,5.21536,0.600254
5914,3.8982,2.79915,0.74067
5915,4.30336,4.65645,0.396292
5916,3.64261,7.05796,0.179156
5917,3.60832,0.756915,0.436383
5918,4.38564,1.18192,0.66754
5919,4.03114,0.36304,0.936733
5920,3.68291,1.72458,0.270112
5921,3.54818,1.00077,0.694701
5922,3.8766,1.36276,0.669939
5923,5.48598,2.57641,0.346278
5924,3.92436,0.0532111,0.76882
5925,3.68907,1.15804,0.358337
5926,3.55071,1.46022,0.30304
5927,4.31732,0.277323,0.856354
5928,6.57466,1.62299,0.196765
5929,5.49712,4.25693,0.0322211
5930,4.08373,1.43755,0.348265
5931,4.68283,6.2553,0.0925182
5932,7.00299,6.31185,0.106167
5933,5.69619,2.11514,0.144516
5934,3.8591,3.50625,0.280676
5935,3.7862,6.29242,0.0178445
5936,4.37348,3.30831,0.162616
5937,4.60764,0.549682,0.562348
5938,4.14296,0.478687,0.775703
5939,3.64664,6.33106,0.0274419
5940,4.58023,2.02673,0.188917
5941,6.19759,1.44169,0.652665
5942,3.86419,0.679098,0.555194
5943,4.11266,4.07221,0.0814983
5944,4.54019,1.12194,0.400681
5945,6.8448,3.97135,0.199304
5946,3.92483,0.569088,0.518814
5947,8.39013,7.0454,0.28833
5948,4.90206,1.45249,0.327274
5949,4.08352,1.53217,0.729483
5950,3.83758,4.75271,0.0143852
5951,3.54888,2.24243,0.555762
5952,3.70757,2.5612,0.0405374
5953,4.30915,8.36276,0.375275
5954,4.09698,2.26997,0.4526
5955,4.07154,3.3872,0.118842
5956,3.73565,3.4563,0.0146828
5957,3.61823,0.872037,0.646758
5958,4.02083,6.88936,0.0760738
5959,6.1987,2.27578,0.370002
5960,3.57335,5.3803,0.330621
5961,4.48128,6.46226,0.0986686
5962,4.41993,0.581198,0.549639
5963,4.53189,0.151625,0.757206
5964,4.11454,2.53342,0.118216
5965,4.28911,2.98387,0.0567487
5966,3.60299,3.00332,0.0894083
5967,3.7877,4.65336,0.710486
5968,4.12468,3.77519,0.0386664
5969,4.70785,0.91031,0.99966
5970,7.57085,4.43265,0.243099
5971,4.55074,5.69427,0.053321
5972,7.3436,0.527564,0.865008
5973,3.79333,5.50857,0.27326
5974,4.64897,4.20078,0.243377
5975,3.69416,0.260992,0.763984
5976,4.3371,1.72112,0.192422
5977,4.02945,2.11319,0.467402
5978,4.42906,5.00218,0.46786
5979,4.66967,5.49692,0.239807
5980,5.52366,0.882852,0.416275
5981,5.48278,6.77391,0.0133056
5982,3.92021,4.02673,0.101528
5983,4.12153,0.298383,0.897829
5984,4.65826,0.790526,0.503485
5985,3.80757,4.05904,0.03018
5986,5.04491,2.38209,0.118706
5987,5.28851,3.92862,0.334034
5988,3.55678,1.84265,0.191082
5989,5.93278,0.210713,0.888557
5990,6.10174,1.11943,0.736275
5991,9.58078,3.47666,0.0423397
5992,4.07418,1.3044,0.381557
5993,4.13253,0.615226,0.707
5994,3.78203,1.34674,0.343306
5995,4.9648,1.56763,0.268659
5996,4.18384,5.95423,0.080553
5997,3.79428,1.44679,0.285099
5998,3.59475,0.614802,0.954821
5999,6.35693,5.2102,0.0679984
6000,3.58079,2.84322,0.0599156
6001,3.61195,2.32099,0.159328
6002,3.65966,0.799368,0.648695
6003,4.06036,2.10446,0.429641
6004,5.49989,1.34541,0.433347
6005,9.43537,4.44957,0.567636
6006,3.5395,6.38778,0.145533
6007,3.61276,3.88198,0.604006
6008,4.50012,1.55004,0.305089
6009,5.85375,1.54237,0.910239
6010,3.56098,0.838111,0.666394
6011,3.67416,2.56985,0.118631
6012,3.91781,0.535531,0.664175
6013,3.92137,5.50889,0.785125
6014,4.95065,0.257834,0.825201
6015,5.20988,0.815656,0.478647
6016,3.91687,3.23598,0.266982
6017,3.80729,3.70863,0.678806
6018,4.18301,5.58854,0.0147846
6019,4.12611,4.42516,0.471708
6020,3.72627,5.09799,0.0157411
6021,4.50051,1.78623,0.415926
6022,3.61293,2.35079,0.0702075
6023,3.75827,3.20459,0.529504
6024,4.84465,2.09485,0.416476
6025,3.63509,0.215369,0.944513
6026,5.46647,2.60701,0.103235
6027,5.33167,2.76072,0.0676027
6028,3.55326,4.11686,0.118858
6029,4.27088,0.742206,0.573975
6030,3.58893,1.94577,0.158186
6031,3.54667,0.0749584,0.756547
6032,4.10409,0.0348684,0.86268
6033,4.02646,1.71041,0.286796
6034,4.58533,3.06119,0.0764516
6035,6.01986,3.55117,0.0894288
6036,10.657,6.05969,0.0253035
6037,3.89539,1.35042,0.939877
6038,4.63497,1.50418,0.166532
6039,4.19093,1.9405,0.151216
6040,5.1843,5.77138,0.0195948
6041,4.65277,0.675626,0.569946
6042,3.68264,4.43056,0.0966577
6043,3.55443,3.62292,0.227396
6044,3.55,0.0494245,0.979958
6045,3.60516,4.78773,0.0317906
6046,3.94463,0.0768471,0.893115
6047,7.32847,6.1146,0.31054
6048,4.99216,5.1365,0.04902
6049,4.58042,1.54158,0.939782
6050,4.3416,0.17965,0.89483
6051,3.73335,2.97104,0.202238
6052,5.42037,3.41477,0.610863
6053,5.0231,5.76755,0.128802
6054,3.58533,4.31578,0.198357
6055,4.58991,1.84196,0.336265
6056,3.58856,0.623355,0.949856
6057,5.19791,4.50189,0.0710519
6058,4.1985,3.21335,0.0433391
6059,3.62724,4.0256,0.127018
6060,3.77985,5.25061,0.0630964
6061,4.12229,2.24329,0.293788
6062,4.4802,1.80759,0.16689
6063,3.93523,3.81513,0.0562122
6064,3.92041,6.06035,0.188962
6065,4.80024,3.74582,0.042768
6066,6.22706,0.197257,0.884448
6067,4.02973,2.91692,0.12256
6068,3.91857,1.54276,0.207838
6069,4.07309,3.78789,0.606113
6070,3.60129,2.95569,0.100903
6071,3.64735,0.581508,0.603063
6072,3.8216,0.930745,0.953541
6073,4.54852,3.52083,0.565016
6074,4.16153,5.69077,0.257503
6075,4.03528,5.64991,0.525824
6076,4.01777,4.33989,0.0399077
6077,4.41776,3.86014,0.275485
6078,4.40085,5.90688,0.0440302
6079,9.81806,0.531198,0.63058
6080,4.06117,2.18505,0.198425
6081,3.85581,1.00722,0.346424
6082,6.90629,3.45135,0.0683971
6083,4.94955,3.75384,0.296089
6084,4.16896,4.21031,0.362668
6085,3.71587,6.04732,0.317403
6086,5.1265,0.943029,0.725898
6087,3.77716,0.707363,0.51171
6088,5.54993,0.64707,0.532821
6089,5.35127,3.52868,0.215705
6090,4.58578,0.740021,0.870588
6091,3.73174,2.00976,0.365326
6092,3.6326,3.1702,0.0464583
6093,4.89195,0.471331,0.668506
6094,4.20045,4.90591,0.0961257
6095,4.84922,4.42912,0.105304
6096,3.63656,2.21607,0.179841
6097,5.03095,4.58529,0.0993874
6098,3.61959,1.03295,0.714123
6099,3.97595,1.33563,0.409266
6100,3.76138,1.22191,0.282672
6101,3.63828,4.62307,0.403161
6102,3.91732,1.75603,0.344059
6103,8.45437,1.64663,0.430613
6104,4.94038,6.2806,0.153553
6105,4.36024,2.57533,0.0950681
6106,3.78719,6.91121,0.445507
6107,3.53979,7.22706,0.406105
6108,3.71011,1.16727,0.333732
6109,4.31701,0.869614,0.42738
6110,4.34935,2.10576,0.765087
6111,7.64935,0.689493,0.551449
6112,3.64304,2.05437,0.166026
6113,5.22662,4.13944,0.0216527
6114,4.52468,4.03744,0.142381
6115,4.19609,1.6661,0.463103
6116,3.79888,2.3662,0.132987
6117,3.59456,4.5079,0.340011
6118,3.73969,5.76658,0.0113904
6119,5.89796,3.5301,0.213802
6120,3.86107,0.564902,0.797776
6121,3.73186,3.89743,0.0752971
6122,3.54085,0.532626,0.853048
6123,3.62866,1.49873,0.494058
6124,3.57839,1.16935,0.414173
6125,5.04143,6.40191,0.0290355
6126,4.76724,2.19639,0.476773
6127,4.66448,0.748001,0.596898
6128,12.7501,7.06411,0.282893
6129,3.68989,0.379789,0.897876
6130,4.22931,6.60175,0.596942
6131,3.78094,4.89892,0.177639
6132,4.58231,0.143002,0.750024
6133,3.76908,1.61749,0.268234
6134,3.56967,2.38771,0.17992
6135,5.37678,0.855328,0.703024
6136,4.31992,2.00537,0.111963
6137,5.0914,3.92109,0.0688589
6138,4.62272,4.87635,0.0146268
6139,4.56784,4.01854,0.188145
6140,8.55739,0.834077,0.566386
6141,4.38749,3.98477,0.186558
6142,3.89404,0.467468,0.930091
6143,5.08653,6.22299,0.0309085
6144,3.73474,2.70934,0.162165
6145,3.92103,0.0324695,0.844384
6146,3.81728,1.0456,0.362489
6147,3.53659,5.23138,0.300711
6148,4.35256,1.11738,0.375892
6149,4.07244,0.956238,0.420924
6150,4.40446,5.12643,0.0582982
6151,4.02896,3.58484,0.0806875
6152,4.31234,0.142697,0.938811
6153,3.54136,4.31458,0.0439525
6154,4.37403,2.86848,0.46699
6155,3.89262,0.293257,0.880812
6156,3.59541,6.62395,0.52549
6157,3.7714,1.42027,0.197026
6158,3.72289,2.08112,0.210715
6159,4.2161,3.45248,0.0631295
6160,4.82387,1.2947,0.651654
6161,4.07964,3.29503,0.0663873
6162,4.46995,1.7472,0.316493
6163,7.54244,3.24852,0.354377
6164,4.21458,2.90288,0.0934675
6165,4.10178,2.52367,0.153188
6166,3.6433,2.40943,0.146825
6167,4.83601,0.189041,0.822285
6168,3.74606,3.38454,0.750512
6169,3.61611,1.45014,0.230419
6170,5.07288,3.26301,0.0961753
6171,3.94336,5.1865,0.249461
6172,4.94927,0.201144,0.827957
6173,4.07393,2.76439,0.0970528
6174,3.77059,1.03981,0.418489
6175,4.54083,2.68982,0.526142
6176,3.5829,0.246379,0.895084
6177,3.79821,3.06398,0.154095
6178,5.74881,1.36579,0.312564
6179,6.91569,5.27392,0.226146
6180,4.18787,5.32054,0.106001
6181,4.60389,1.60403,0.960247
6182,3.93133,1.94763,0.234309
6183,6.4324,5.68504,0.115011
6184,3.85424,1.65458,0.877896
6185,4.53897,1.8745,0.835611
6186,4.79527,3.96383,0.0831463
6187,4.55149,1.66929,0.905545
6188,3.69811,2.06741,0.447726
6189,3.75259,1.21613,0.440515
6190,5.59061,3.31001,0.0551579
6191,3.98082,1.04877,0.418682
6192,4.14157,0.918131,0.336396
6193,6.53639,0.201416,0.800799
6194,3.70999,4.9746,0.0746119
6195,3.88747,0.876138,0.837719
6196,4.0359,5.92635,0.0158772
6197,4.87849,3.66525,0.0526518
6198,4.50053,0.827433,0.529191
6199,3.68627,1.3759,0.261903
6200,3.61241,1.06929,0.601943
6201,3.86972,2.89658,0.0967802
6202,3.86071,0.848997,0.375898
6203,5.25284,1.29206,0.990549
6204,6.02877,4.2513,0.213841
6205,3.75839,2.05354,0.30702
6206,4.47235,0.237534,0.576143
6207,6.1879,5.17761,0.200638
6208,5.8381,0.23969,0.724478
6209,3.64582,1.64899,0.315162
6210,3.95271,0.458516,0.593778
6211,4.77562,1.5017,0.299161
6212,3.74951,2.22616,0.10908
6213,3.68281,3.4288,0.330498
6214,5.57611,4.6105,0.0433119
6215,3.92784,2.6506,0.120173
6216,3.90503,2.02952,0.396385
6217,3.88999,4.26109,0.27272
6218,3.54877,0.446524,0.634614
6219,3.63921,7.02376,0.0203487
6220,5.36148,3.30811,0.349202
6221,5.17543,0.772578,0.514628
6222,3.62278,1.6924,0.149519
6223,3.6898,2.39958,0.563588
6224,6.14344,0.519182,0.650726
6225,4.07151,1.04659,0.548335
6226,3.70929,1.26751,0.411327
6227,3.7603,0.331081,0.66694
6228,5.4859,1.14983,0.799551
6229,5.19094,4.55917,0.0417456
6230,11.3968,0.929927,0.440929
6231,3.70091,5.66568,0.291876
6232,5.37342,2.76989,0.0613478
6233,3.98231,0.58824,0.524144
6234,6.12302,2.35023,0.916055
6235,5.23452,1.46936,0.611709
6236,7.04483,0.610685,0.659727
6237,3.57687,4.15478,0.0729294
6238,3.74793,0.672695,0.48377
6239,5.53012,0.468591,0.570041
6240,3.89738,4.7912,0.217437
6241,4.04014,1.95823,0.178025
6242,3.91134,8.09162,0.165808
6243,4.23655,3.16899,0.0997669
6244,9.28392,9.00871,0.339714
6245,3.68308,0.0798203,0.787501
6246,3.82475,3.03218,0.0484733
6247,3.54683,4.27515,0.0211246
6248,3.76978,3.20447,0.0821839
6249,5.36579,1.97393,0.583104
6250,5.4127,2.36962,0.119506
6251,4.62844,5.54041,0.01655
6252,3.71123,0.981815,0.317841
6253,9.30458,0.00416895,0.95913
6254,4.13573,0.792789,0.659646
6255,3.78323,0.918502,0.420231
6256,4.04633,0.827376,0.552969
6257,4.8206,6.84695,0.0240558
6258,4.58325,0.76696,0.514211
6259,4.19765,0.549072,0.504704
6260,3.9079,4.66162,0.019339
6261,4.66386,0.0647189,0.900416
6262,6.5825,2.2606,0.123286
6263,4.2965,0.213108,0.733779
6264,6.79429,4.68894,0.081277
6265,6.37787,3.33601,0.597494
6266,3.86148,2.18248,0.667347
6267,4.65894,1.37655,0.61281
6268,3.59232,2.34968,0.96696
6269,5.79143,0.246998,0.769631
6270,3.7803,0.294738,0.596035
6271,3.6995,7.28586,0.0119673
6272,9.06813,4.36195,0.0895878
6273,5.62963,1.71217,0.999856
6274,8.46332,2.05901,0.507568
6275,4.16254,0.0139401,0.881829
6276,3.63381,3.77454,0.0199738
6277,4.49262,4.85842,0.0170248
6278,3.77513,1.28521,0.528983
6279,3.76738,4.7839,0.0328486
6280,12.7851,0.350244,0.847976
6281,5.13785,3.25668,0.0714254
6282,4.4153,1.20438,0.692425
6283,3.60199,3.00211,0.151172
6284,3.96233,4.45841,0.61076
6285,4.23529,1.88325,0.334214
6286,3.77054,4.87821,0.684514
6287,3.73681,1.82801,0.476877
6288,4.46244,2.18169,0.133125
6289,4.16532,5.5946,0.0106081
6290,4.17084,0.63734,0.637684
6291,4.02184,0.251631,0.848522
6292,6.73429,1.07466,0.430772
6293,3.66234,2.19854,0.241556
6294,5.29966,0.469169,0.976494
6295,3.57109,3.81197,0.878375
6296,3.62339,2.903,0.160562
6297,3.98191,0.591608,0.78501
6298,3.87351,3.51756,0.55281
6299,4.2974,3.26731,0.396805
6300,3.77638,2.98308,0.0464019
6301,4.39425,2.63403,0.090564
6302,4.65185,1.32486,0.305399
6303,3.68873,0.833057,0.670172
6304,4.72389,0.672371,0.501778
6305,5.87587,4.78409,0.190833
6306,5.17491,0.0633489,0.92358
6307,4.02874,1.36905,0.825521
6308,3.93388,2.51658,0.461973
6309,3.82052,0.977483,0.384854
6310,4.21127,0.101932,0.971712
6311,3.81166,0.797748,0.530282
6312,3.99055,5.63278,0.0110761
6313,3.77429,4.44411,0.692993
6314,4.62913,6.26417,0.0773955
6315,5.05301,0.531888,0.587023
6316,4.31969,0.296067,0.683949
6317,4.37832,1.03119,0.504264
6318,5.2975,1.02461,0.435801
6319,8.39675,0.7,0.586707
6320,4.6597,2.15921,0.137648
6321,4.49708,3.67903,0.474781
6322,3.59564,3.26925,0.458073
6323,4.07156,4.94462,0.16766
6324,4.0051,4.6831,0.85686
6325,3.53708,0.698887,0.559938
6326,5.57459,0.0197009,0.912203
6327,3.91648,1.90732,0.113303
6328,3.57118,0.814716,0.665574
6329,4.78827,0.691468,0.546197
6330,3.57239,3.30348,0.082667
6331,4.0663,6.42825,0.00890331
6332,4.47769,4.04307,0.389802
6333,5.18914,6.35042,0.0115291
6334,6.81157,2.69653,0.095082
6335,4.04114,1.22995,0.315999
6336,3.91862,3.70042,0.0434374
6337,3.91854,4.25009,0.798873
6338,4.14187,5.72663,0.0402887
6339,4.09299,0.503729,0.538559
6340,3.883,0.99691,0.405598
6341,3.72091,2.57936,0.24275
6342,5.38022,1.69679,0.209488
6343,4.05979,5.17849,0.02813
6344,3.77853,2.12126,0.245021
6345,5.03334,1.20986,0.347953
6346,3.98828,2.09377,0.216256
6347,4.96607,2.13782,0.265105
6348,4.36944,1.44191,0.364917
6349,4.12923,1.07883,0.338868
6350,4.90846,1.99366,0.331011
6351,3.71759,5.22881,0.152194
6352,4.28323,5.74313,0.362452
6353,3.76184,0.979138,0.632815
6354,4.32385,1.27912,0.550842
6355,3.9312,5.11555,0.166299
6356,3.89887,1.66079,0.310382
6357,5.69878,1.99956,0.24012
6358,3.63252,1.19446,0.876663
6359,3.71628,0.245321,0.762683
6360,4.11129,0.914688,0.35487
6361,3.8999,1.13484,0.473809
6362,7.59824,6.86875,0.0267498
6363,4.80268,0.684353,0.536333
6364,3.94208,1.17736,0.740819
6365,3.76405,4.4367,0.0245093
6366,5.14034,3.37744,0.0352498
6367,4.23753,0.433712,0.645669
6368,4.39593,0.998331,0.506092
6369,3.77815,3.4316,0.52031
6370,3.58012,3.26467,0.0347784
6371,3.65872,2.43684,0.712884
6372,3.80776,1.3531,0.360992
6373,3.85175,4.33908,0.18435
6374,6.01751,0.865393,0.71022
6375,4.02193,5.10591,0.0156085
6376,3.86698,5.20421,0.0332932
6377,4.30691,1.82567,0.388147
6378,3.56383,4.36459,0.114829
6379,4.49202,0.982706,0.329916
6380,3.53794,5.26364,0.0455466
6381,3.60846,0.352391,0.96496
6382,4.15086,1.10387,0.950968
6383,4.61838,1.30532,0.274201
6384,3.56707,5.61834,0.110306
6385,3.64798,1.4692,0.34005
6386,5.72712,0.662416,0.783229
6387,5.92857,3.82507,0.73037
6388,3.95077,0.94213,0.391725
6389,3.56085,2.38474,0.165866
6390,4.07384,0.0556967,0.925716
6391,4.82293,1.38913,0.857001
6392,4.52364,6.31714,0.0219085
6393,6.41268,4.46917,0.471573
6394,12.6454,1.63862,0.719255
6395,4.18202,2.8536,0.12805
6396,3.90267,1.53345,0.417214
6397,4.21549,3.76508,0.0407043
6398,3.827,0.546856,0.486828
6399,3.86638,6.15942,0.633993
6400,3.54874,0.297839,0.766409
6401,4.59479,2.05839,0.240337
6402,4.0907,2.86962,0.108228
6403,4.00388,0.242646,0.985283
6404,4.29482,4.99384,0.502613
6405,3.73846,7.78327,0.0114563
6406,3.6886,5.72046,0.675439
6407,4.41885,0.337676,0.656341
6408,3.71089,0.586058,0.659
6409,5.55995,2.00479,0.880814
6410,3.55974,4.25863,0.0457623
6411,4.2549,1.28587,0.865088
6412,3.58919,3.4169,0.0333729
6413,5.47988,1.45818,0.265935
6414,4.3595,4.75415,0.487887
6415,3.82197,2.83818,0.0635423
6416,3.80636,3.9653,0.168441
6417,6.46603,0.748242,0.599466
6418,3.67437,0.017686,0.988148
6419,6.16561,0.206468,0.908297
6420,7.22748,2.1699,0.229596
6421,3.81111,1.88748,0.284041
6422,3.62333,3.73432,0.0515744
6423,4.16294,0.960126,0.317645
6424,4.90198,3.25054,0.0709188
6425,5.09507,1.62529,0.204986
6426,4.68992,1.78921,0.224757
6427,6.80895,6.38978,0.0171878
6428,3.93156,6.36895,0.225795
6429,3.56268,1.57003,0.178869
6430,4.50085,5.3215,0.118713
6431,4.14941,0.144945,0.757503
6432,3.84872,0.173177,0.9011
6433,4.84371,6.56899,0.0342639
6434,3.82183,5.62213,0.599226
6435,5.00098,1.76461,0.617618
6436,5.99859,1.20378,0.336369
6437,3.78914,0.141424,0.69842
6438,3.84049,3.62708,0.0376155
6439,6.08881,0.223637,0.745874
6440,4.32759,3.84874,0.14121
6441,5.03065,1.27539,0.574067
6442,6.79625,1.35262,0.335095
6443,6.2767,5.04422,0.499795
6444,4.75568,4.47263,0.0701169
6445,4.74709,1.9077,0.197891
6446,3.80069,0.0793142,0.976854
6447,4.46087,5.44321,0.0373659
6448,3.88667,6.36204,0.277105
6449,4.91052,0.0589341,0.983858
6450,5.50218,6.31689,0.0529006
6451,4.43345,0.933019,0.519488
6452,3.9502,1.97477,0.333788
6453,4.05353,3.72089,0.855853
6454,4.42137,1.69104,0.184565
6455,3.77431,1.15346,0.263096
6456,4.71759,0.538469,0.626391
6457,3.8241,4.76077,0.078241
6458,3.7741,2.98115,0.156707
6459,7.02245,0.659972,0.605636
6460,4.19479,1.67281,0.259309
6461,4.03435,3.59783,0.387102
6462,3.53844,5.05689,0.0309767
6463,3.75061,0.832928,0.620767
6464,6.60488,2.91352,0.0720804
6465,4.42668,0.917415,0.349036
6466,5.02693,0.771907,0.479222
6467,3.62904,4.25602,0.395386
6468,3.81643,3.06849,0.148843
6469,3.66346,2.28887,0.361995
6470,6.29328,4.17571,0.244062
6471,5.51932,0.776261,0.51522
6472,3.70221,0.474078,0.787555
6473,3.84887,2.59594,0.984679
6474,3.85393,0.18352,0.870401
6475,3.57994,3.79282,0.0728182
6476,6.75851,0.274898,0.842782
6477,3.93639,1.92994,0.244521
6478,5.17552,0.241634,0.820098
6479,3.62133,1.6254,0.236974
6480,3.80006,2.4896,0.177881
6481,3.76142,0.263827,0.660935
6482,5.42051,1.44172,0.265204
6483,3.87394,0.325873,0.874818
6484,4.35888,1.64426,0.179965
6485,5.89512,6.40647,0.0407597
6486,4.11682,3.01847,0.0990982
6487,3.55976,1.29653,0.573275
6488,3.8705,4.71917,0.0844232
6489,6.20339,1.36988,0.290976
6490,7.50861,2.97965,0.548978
6491,3.67536,3.16254,0.192321
6492,4.98953,0.310434,0.799346
6493,5.03011,3.79744,0.0239393
6494,4.32312,4.03634,0.348648
6495,4.04376,2.85739,0.175651
6496,3.87785,1.27566,0.345802
6497,4.16104,7.19191,0.431203
6498,3.67946,0.450238,0.593114
6499,4.75642,4.84943,0.408861
6500,3.67639,0.873985,0.485502
6501,3.56724,0.311129,0.855847
6502,3.92849,3.32282,0.0646294
6503,4.32473,1.67716,0.136452
6504,7.17165,2.98679,0.092643
6505,4.15207,0.703872,0.525538
6506,3.84835,6.45914,0.0266347
6507,3.59726,0.298484,0.690637
6508,10.81,1.48133,0.246337
6509,5.21246,3.24688,0.0595498
6510,3.64539,3.60995,0.0463663
6511,4.15144,5.90533,0.042546
6512,4.21787,0.0395525,0.885945
6513,4.85324,1.13394,0.35046
6514,5.44281,3.69949,0.0282652
6515,3.89904,0.741482,0.461602
6516,5.06339,2.93504,0.207103
6517,3.80908,0.394933,0.748989
6518,5.79557,0.729118,0.624989
6519,3.74181,5.03207,0.0427279
6520,4.54489,6.59288,0.0912731
6521,3.76814,3.2995,0.415905
6522,4.38109,1.36717,0.454969
6523,3.59212,2.09702,0.256965
6524,3.95453,7.11782,0.0304222
6525,4.98043,5.74203,0.0140171
6526,4.00738,0.670964,0.637254
6527,3.78456,2.34913,0.197502
6528,3.89139,3.80607,0.0189217
6529,4.07876,0.416718,0.765227
6530,4.52111,0.61673,0.6014
6531,3.90659,4.13461,0.402189
6532,3.77628,3.72502,0.879962
6533,10.1599,3.34875,0.0803399
6534,7.08642,1.34419,0.623973
6535,5.66324,1.92424,0.191021
6536,3.69123,2.78424,0.160698
6537,6.97003,1.73977,0.71059
6538,4.06622,0.979996,0.824289
6539,3.9216,1.30285,0.381637
6540,3.98051,1.04792,0.679869
6541,6.19199,4.01362,0.245854
6542,3.6177,5.61382,0.0109949
6543,4.38183,1.38961,0.280713
6544,3.76893,0.123309,0.769284
6545,6.50756,2.29879,0.127033
6546,4.15009,2.92806,0.804385
6547,4.52188,0.0123422,0.893315
6548,3.74943,0.225931,0.896319
6549,5.46088,1.06619,0.59272
6550,4.55985,1.07197,0.433902
6551,4.5867,5.66558,0.0521136
6552,3.83477,1.9173,0.224095
6553,3.75924,3.32891,0.79954
6554,7.24864,2.59954,0.949987
6555,4.49775,3.26218,0.0762495
6556,5.07788,0.227347,0.994185
6557,5.94503,3.04075,0.0672347
6558,3.84009,1.12807,0.28499
6559,4.59615,1.43529,0.26483
6560,3.7626,5.6855,0.778289
6561,4.0401,4.74996,0.0402199
6562,3.94104,1.97876,0.153837
6563,4.37344,2.23435,0.942012
6564,3.89521,2.18907,0.185313
6565,4.05828,1.02192,0.366273
6566,3.97553,1.47283,0.564416
6567,4.55529,4.30359,0.139341
6568,3.71424,4.79533,0.148194
6569,4.05187,0.0329082,0.851642
6570,4.54257,1.55851,0.21526
6571,3.59866,3.244,0.383587
6572,5.7652,0.525248,0.738137
6573,3.81929,3.55546,0.0245635
6574,5.01143,4.75311,0.389904
6575,3.6836,3.18638,0.0905461
6576,4.73515,5.88427,0.181229
6577,4.3052,3.71505,0.220341
6578,4.102,0.300117,0.499278
6579,4.49387,1.17636,0.784079
6580,3.62197,3.29674,0.129152
6581,3.94828,2.99636,0.0955631
6582,3.56299,2.21521,0.155826
6583,4.54694,0.812358,0.511406
6584,3.59986,2.44755,0.0975722
6585,4.70022,1.9847,0.297132
6586,4.13406,1.68219,0.167587
6587,3.77476,0.358204,0.556537
6588,5.02135,1.77393,0.280424
6589,3.62544,2.21713,0.0899713
6590,4.38368,3.37418,0.360012
6591,4.35064,5.95548,0.421545
6592,4.3809,5.9217,0.659568
6593,5.03433,2.66573,0.816556
6594,3.60151,2.59592,0.490283
6595,4.41485,2.40646,0.571997
6596,3.59496,4.34506,0.0154289
6597,3.6031,2.41884,0.151533
6598,4.10955,4.95992,0.345188
6599,4.38816,0.196336,0.647234
6600,3.85595,0.487017,0.464265
6601,5.46357,0.746802,0.610815
6602,3.54928,0.954202,0.459516
6603,3.92179,1.08195,0.476965
6604,3.67994,5.16707,0.966665
6605,4.37772,4.02253,0.0186796
6606,3.59778,2.12592,0.412473
6607,4.25022,1.3285,0.572231
6608,4.16629,4.73501,0.52608
6609,3.61626,0.227939,0.955527
6610,3.64847,0.893409,0.491815
6611,3.70625,0.626526,0.862348
