evt, m, deta, e_ratio
15201,1.82106,3.08772,0.0490557
15202,2.04491,0.963014,0.244652
15203,1.67208,3.31763,0.418441
15204,1.49589,3.60689,0.0321311
15205,1.73844,4.6772,0.633746
15206,1.63226,1.11067,0.6378
15207,1.87321,0.166587,0.716706
15208,1.63453,4.4488,0.0206807
15209,1.71296,1.36802,0.184845
15210,2.38086,5.45641,0.419552
15211,1.82125,2.25268,0.0756517
15212,1.56286,2.13936,0.241361
15213,1.55171,1.42723,0.237507
15214,1.68542,2.84256,0.208441
15215,1.53595,1.83848,0.184896
15216,2.21833,2.42057,0.741071
15217,1.53829,5.38509,0.109505
15218,1.54483,0.51957,0.635412
15219,1.65009,0.036713,0.724792
15220,1.51485,0.16914,0.655643
15221,3.58334,4.89209,0.072653
15222,1.56147,1.50793,0.329623
15223,1.58512,0.989277,0.683003
15224,2.45825,4.0549,0.0582756
15225,2.19299,1.38394,0.291638
15226,1.49408,1.81189,0.274721
15227,2.28089,1.28467,0.602548
15228,1.98328,3.01319,0.469457
15229,2.67078,0.961998,0.589476
15230,2.24711,0.310015,0.985281
15231,1.85042,1.89091,0.353877
15232,1.68581,2.66788,0.831424
15233,4.60314,3.83359,0.840862
15234,1.63836,3.08153,0.0594986
15235,2.61281,0.566213,0.679234
15236,2.37507,3.57023,0.0979577
15237,1.47482,3.41314,0.0213993
15238,1.54633,3.17096,0.296179
15239,1.58622,1.4108,0.437395
15240,1.8123,0.892334,0.218813
15241,1.59199,5.25793,0.0114111
15242,1.4797,3.09599,0.693873
15243,1.52785,0.50491,0.889498
15244,2.13103,3.7161,0.0849635
15245,1.65027,3.83374,0.0428886
15246,1.43776,2.22283,0.133564
15247,1.41657,5.40985,0.00816035
15248,1.62471,1.9445,0.626582
15249,3.22367,2.09049,0.217024
15250,1.67589,0.705646,0.665912
15251,1.48756,1.48273,0.561527
15252,1.4819,1.6769,0.153104
15253,1.76427,4.24156,0.134108
15254,1.41797,6.0934,0.0768802
15255,2.78103,0.797224,0.437979
15256,2.78165,4.22935,0.102275
15257,1.93602,4.70559,0.0918625
15258,1.67563,2.26253,0.258407
15259,1.58555,0.694326,0.627861
15260,1.7713,0.329927,0.67406
15261,1.57091,2.93743,0.131979
15262,1.43612,1.10718,0.632744
15263,1.67032,2.05432,0.433379
15264,1.70306,5.46705,0.0278593
15265,1.60231,3.81178,0.0445753
15266,4.39229,0.643881,0.613559
15267,1.42173,2.82891,0.138649
15268,1.42935,2.21465,0.571417
15269,1.4512,1.84821,0.0904813
15270,1.42285,3.64054,0.796057
15271,1.53506,1.66091,0.218693
15272,3.29132,7.47109,0.0472233
15273,1.47014,0.232666,0.901791
15274,2.30293,6.4531,0.616226
15275,1.58948,3.85515,0.611548
15276,1.88528,2.69484,0.0790363
15277,2.66456,1.97538,0.286217
15278,4.09874,0.798692,0.718908
15279,1.51044,0.196829,0.507786
15280,1.84433,0.391099,0.900688
15281,1.55293,3.26936,0.0327168
15282,1.46262,0.850238,0.837624
15283,2.13853,4.75478,0.543038
15284,1.68182,4.24456,0.06217
15285,1.81144,4.62465,0.507107
15286,2.57687,1.08583,0.332338
15287,2.97471,0.234458,0.926589
15288,2.44412,3.1316,0.109807
15289,1.60738,0.721466,0.496425
15290,1.66707,4.44244,0.0361631
15291,1.42293,5.16933,0.0554299
15292,2.00442,0.54219,0.994247
15293,1.45151,2.90736,0.129714
15294,1.55015,2.44693,0.358889
15295,1.92947,1.91371,0.212425
15296,1.52865,0.63207,0.712873
15297,1.42222,2.82129,0.210105
15298,1.55842,0.986457,0.167932
15299,3.91323,1.50938,0.466049
15300,1.52126,3.94201,0.517546
15301,1.71296,3.4623,0.0629205
15302,2.15971,2.84269,0.0940488
15303,1.50411,1.62058,0.236651
15304,1.4786,4.15247,0.0937726
15305,4.67021,0.813306,0.535913
15306,1.44425,1.79541,0.619754
15307,1.46793,0.00718828,0.539629
15308,1.44055,0.978148,0.410906
15309,2.20291,1.39583,0.398978
15310,1.52215,2.15744,0.214037
15311,1.6243,3.43778,0.0207354
15312,3.3308,4.08492,0.0801499
15313,2.40645,2.0204,0.187121
15314,1.62447,2.96568,0.0216861
15315,1.68343,1.84609,0.205817
15316,1.47559,0.937967,0.28283
15317,1.56877,2.73616,0.0452148
15318,1.45249,1.822,0.110339
15319,2.21982,2.61599,0.0659675
15320,1.58734,2.58877,0.115218
15321,1.72308,0.302391,0.274836
15322,1.45734,3.6004,0.107981
15323,1.71067,0.562363,0.65014
15324,1.88783,0.117459,0.361157
15325,1.76368,0.207442,0.991371
15326,1.51078,1.27203,0.439702
15327,1.58629,0.287292,0.976926
15328,1.75324,2.78441,0.104326
15329,1.46084,5.47366,0.0477718
15330,1.47379,1.80729,0.285115
15331,1.71815,2.95859,0.827538
15332,1.82683,2.70156,0.218115
15333,3.04481,1.42807,0.347191
15334,1.58003,0.556012,0.5277
15335,1.71825,5.24697,0.247846
15336,1.57492,6.48632,0.0814931
15337,1.51012,2.883,0.207353
15338,1.46863,3.44533,0.0771483
15339,1.41969,3.43484,0.463508
15340,1.45902,4.17413,0.01271
15341,3.48858,1.74394,0.925365
15342,1.78756,1.87201,0.962683
15343,1.61874,0.968686,0.779787
15344,2.2367,0.214007,0.810207
15345,1.54208,1.51181,0.478723
15346,1.65622,2.68307,0.431997
15347,1.7998,2.95147,0.835066
15348,1.42795,0.699162,0.576646
15349,1.46571,2.82566,0.0873753
15350,1.70043,0.571571,0.616054
15351,1.76039,0.976365,0.615101
15352,1.55607,4.46712,0.222793
15353,1.62882,3.62021,0.378842
15354,1.45735,0.186426,0.75864
15355,2.06106,0.467432,0.978713
15356,1.78845,2.45037,0.0843792
15357,1.85232,8.89578,0.0491218
15358,1.75556,2.97632,0.0424326
15359,1.43264,1.09573,0.76649
15360,1.52688,5.7199,0.0178503
15361,1.44965,1.16934,0.170754
15362,1.43401,5.74559,0.0252695
15363,2.07335,0.959478,0.557527
15364,1.90669,4.0959,0.645749
15365,1.70425,4.12122,0.0730874
15366,1.44765,1.60536,0.17184
15367,1.42396,3.87358,0.0973215
15368,1.56751,5.56308,0.024183
15369,1.81674,2.1197,0.109791
15370,1.56729,1.11263,0.222171
15371,2.28744,0.00323179,0.983168
15372,1.50707,1.33021,0.390547
15373,1.4418,0.789927,0.659294
15374,2.08512,0.228501,0.789388
15375,2.13849,2.01908,0.132142
15376,1.59485,2.16158,0.190485
15377,1.55776,6.79886,0.859292
15378,1.60004,0.805295,0.404666
15379,1.54466,0.148712,0.654974
15380,2.13655,2.99642,0.408058
15381,1.47172,0.196084,0.774388
15382,1.6924,6.48909,0.823564
15383,1.569,0.463688,0.708039
15384,1.52983,2.35512,0.0562129
15385,1.5116,2.81615,0.102965
15386,1.7041,0.434099,0.694093
15387,1.68513,0.611491,0.394796
15388,1.43182,1.15591,0.380574
15389,1.89281,0.54426,0.548077
15390,1.72547,0.0579904,0.76826
15391,1.49148,1.55722,0.118684
15392,1.52019,2.19957,0.204778
15393,1.48431,3.32907,0.0326395
15394,1.57668,1.69146,0.365377
15395,1.4305,0.242948,0.464628
15396,1.56653,0.892625,0.954507
15397,1.53215,5.28756,0.109391
15398,1.53069,2.55126,0.821803
15399,1.50901,1.7706,0.175655
15400,2.13099,0.479333,0.951551
15401,4.02451,4.24443,0.276265
15402,1.50862,3.00727,0.10823
15403,1.66626,0.921139,0.675844
15404,3.71664,0.794403,0.609597
15405,1.41652,2.70523,0.0920803
15406,1.44225,1.57913,0.237981
15407,1.70936,1.2027,0.361563
15408,1.51894,1.60321,0.175582
15409,1.52778,4.10213,0.169692
15410,2.00361,1.39563,0.447122
15411,1.50548,1.66524,0.698855
15412,1.54277,5.08842,0.100159
15413,1.70463,1.81484,0.287365
15414,1.46926,2.5868,0.0422896
15415,2.73701,2.69592,0.352376
15416,1.55174,1.14774,0.496707
15417,2.0157,3.32153,0.0764657
15418,2.01965,3.40963,0.0551148
15419,6.39536,4.32501,0.0272704
15420,1.44938,3.51651,0.023728
15421,1.60916,4.3751,0.00855556
15422,1.59599,0.372646,0.942931
15423,2.29163,2.8997,0.295421
15424,1.90779,4.11814,0.0865973
15425,2.95684,2.71163,0.228682
15426,1.75819,3.16974,0.063634
15427,1.47909,2.36296,0.0711729
15428,2.25194,1.14928,0.568899
15429,1.82584,4.30356,0.449028
15430,1.4313,0.550763,0.50219
15431,1.78649,2.36434,0.558514
15432,1.73926,5.30646,0.507332
15433,1.42587,0.900016,0.780888
15434,1.7917,2.1754,0.976537
15435,1.81641,7.45332,0.0214527
15436,1.45015,2.22883,0.0931674
15437,1.42389,3.73193,0.0424548
15438,1.59775,2.02315,0.231046
15439,1.42343,0.155866,0.576625
15440,2.34722,4.29615,0.0155741
15441,1.44226,1.40388,0.30846
15442,1.57795,4.20211,0.067235
15443,2.05757,4.69613,0.605253
15444,1.48473,1.88788,0.348924
15445,1.79752,0.717507,0.937825
15446,1.43968,2.76725,0.553248
15447,1.45235,0.196007,0.48319
15448,1.63002,5.02088,0.228364
15449,1.4956,5.32548,0.642305
15450,1.62709,5.13826,0.164293
15451,1.43391,3.44149,0.0257546
15452,1.53386,1.97648,0.101244
15453,1.61783,3.57811,0.697235
15454,2.17547,0.0280508,0.830895
15455,1.64787,3.80922,0.721519
15456,1.53351,3.94292,0.318701
15457,2.14004,0.834862,0.51935
15458,1.54512,1.28861,0.216606
15459,2.06214,3.8496,0.0136229
15460,2.27902,2.10073,0.0817535
15461,1.64844,1.42432,0.449243
15462,1.61109,2.61806,0.0506989
15463,1.66783,0.131793,0.659951
15464,1.98445,1.33115,0.824371
15465,2.31988,0.571598,0.961403
15466,1.52728,3.43314,0.0263647
15467,1.50086,0.868729,0.88009
15468,4.52033,5.82671,0.0180111
15469,1.58547,3.23599,0.0384596
15470,1.65129,0.560229,0.687965
15471,1.85379,5.09649,0.0285387
15472,1.62032,3.90574,0.0709054
15473,1.41936,3.07549,0.389257
15474,1.54824,3.97226,0.840636
15475,1.74648,2.95832,0.230004
15476,1.91948,0.0307411,0.769644
15477,1.75601,4.72004,0.361652
15478,2.9935,0.639591,0.427232
15479,1.47538,3.55702,0.312439
15480,2.3795,3.7392,0.267742
15481,1.68483,0.843853,0.719182
15482,2.8802,2.63472,0.171099
15483,1.5173,3.94411,0.224457
15484,1.62124,3.5207,0.0100075
15485,1.99483,0.625017,0.623715
15486,1.73492,1.7152,0.654038
15487,1.45596,1.84616,0.0953662
15488,2.39288,2.16382,0.227631
15489,1.55118,4.81974,0.0469554
15490,3.17153,7.49706,0.00844182
15491,1.54868,3.5071,0.0752928
15492,1.44314,0.28787,0.716779
15493,1.85591,1.49027,0.259436
15494,1.56417,1.43947,0.459943
15495,2.54613,1.29685,0.322387
15496,1.59453,2.78536,0.0375391
15497,1.45305,0.565185,0.703773
15498,1.82374,1.72695,0.340809
15499,1.65627,0.949685,0.408862
15500,1.64271,3.24357,0.128432
15501,1.81681,0.720552,0.71049
15502,3.3485,5.52671,0.443308
15503,1.55766,3.77058,0.0750581
15504,1.72073,5.00408,0.0202294
15505,1.41738,0.24351,0.954274
15506,2.20097,2.76301,0.0785559
15507,1.55612,3.47227,0.099036
15508,1.88341,3.91058,0.567656
15509,1.45368,2.23375,0.178391
15510,1.63102,3.18902,0.579067
15511,1.46871,5.16831,0.100555
15512,1.49243,2.75934,0.110413
15513,1.52624,4.62919,0.0176651
15514,1.64366,2.55221,0.504702
15515,1.8171,3.51258,0.303816
15516,1.50817,1.72893,0.264447
15517,1.9576,4.23671,0.442043
15518,1.50527,2.41029,0.343605
15519,1.8666,3.0311,0.0647518
15520,1.48876,0.246734,0.626161
15521,1.54908,2.63722,0.104001
15522,1.57424,2.34342,0.660094
15523,1.51488,1.33617,0.437993
15524,1.44152,3.45976,0.203828
15525,2.01607,3.04396,0.142775
15526,2.38753,2.40184,0.42173
15527,1.74831,0.298271,0.441243
15528,1.70893,1.78952,0.251683
15529,1.45576,2.79876,0.203125
15530,2.22262,0.248901,0.901043
15531,1.55734,4.81898,0.147384
15532,1.69098,3.39975,0.119577
15533,1.55687,2.82725,0.24896
15534,2.20342,3.92669,0.0629862
15535,1.51435,0.00697268,0.603978
15536,1.49974,3.23877,0.0411493
15537,2.00066,5.52575,0.0972305
15538,2.43403,3.64812,0.0170002
15539,1.99184,4.60417,0.0566934
15540,2.03709,3.16725,0.241398
15541,2.06027,6.61222,0.547357
15542,1.50923,2.79788,0.107767
15543,1.62281,1.78247,0.237361
15544,1.74002,3.6932,0.0773851
15545,1.97186,3.94044,0.0428889
15546,1.41918,3.28174,0.680428
15547,2.17552,2.84079,0.18872
15548,1.43999,3.12871,0.391905
15549,2.68335,3.05981,0.272103
15550,1.46881,1.36248,0.300251
15551,1.61533,4.74315,0.422848
15552,1.49923,4.29149,0.797927
15553,1.54245,3.8769,0.106813
15554,1.68944,1.24479,0.308316
15555,1.41613,0.357202,0.787606
15556,1.46124,0.181846,0.743573
15557,1.53227,1.31283,0.164529
15558,1.44842,2.74253,0.059621
15559,2.7431,3.30671,0.152068
15560,1.46017,2.88295,0.18923
15561,1.46315,0.264395,0.928051
15562,1.84009,4.77036,0.104702
15563,1.63102,1.4631,0.9674
15564,1.56129,2.30763,0.130202
15565,1.66268,0.938881,0.615356
15566,1.56002,1.20585,0.425335
15567,1.44951,0.194795,0.819161
15568,1.82761,3.40762,0.0533965
15569,1.61338,0.0789557,0.664217
15570,1.671,5.23672,0.669599
15571,1.60742,2.12856,0.275591
15572,1.56952,0.548876,0.691376
15573,1.43841,0.631058,0.609225
15574,1.55576,0.190123,0.981618
15575,1.48394,5.73412,0.0300761
15576,1.44996,0.107344,0.634423
15577,1.4481,0.374727,0.917486
15578,2.00276,2.84062,0.106817
15579,1.54769,1.07364,0.155317
15580,2.25558,1.56643,0.220635
15581,1.48184,3.28839,0.0827406
15582,2.54848,0.431425,0.647271
15583,2.06134,3.53065,0.0342086
15584,1.62904,5.31989,0.10794
15585,2.97485,1.67692,0.642497
15586,1.48954,2.16827,0.318066
15587,1.78403,1.31431,0.647209
15588,1.81559,0.293957,0.953251
15589,3.9111,5.24871,0.0570066
15590,1.52072,2.13537,0.13561
15591,2.94679,3.42186,0.727975
15592,1.45258,0.303897,0.437455
15593,1.87312,1.40889,0.289214
15594,2.47035,1.37039,0.265402
15595,1.74083,5.01874,0.0190288
15596,1.46678,0.621479,0.765714
15597,1.82269,3.67914,0.651152
15598,1.51014,1.4622,0.475384
15599,1.59477,2.40066,0.0930884
15600,2.46791,0.856788,0.403974
15601,2.11289,0.440816,0.710558
15602,2.53034,4.94161,0.318558
15603,1.42925,3.45198,0.194177
15604,1.47233,1.94545,0.126692
15605,2.29719,2.95362,0.267259
15606,2.8876,3.19652,0.0770509
15607,2.15567,3.56566,0.0893595
15608,1.74179,2.86611,0.130336
15609,1.89872,1.15454,0.367788
15610,1.58652,0.471624,0.599265
15611,1.67763,2.27302,0.0694343
15612,1.81884,5.93559,0.105151
15613,1.7718,2.80255,0.146007
15614,1.49596,2.21223,0.384827
15615,2.09481,0.186692,0.875181
15616,1.78538,3.8974,0.418091
15617,1.7948,0.166263,0.63939
15618,1.49247,3.70376,0.0321378
15619,1.43521,1.92945,0.652143
15620,2.0757,2.79967,0.56287
15621,1.69504,3.98027,0.518463
15622,1.82442,4.94004,0.0653247
15623,1.52293,2.33122,0.16137
15624,1.43526,0.112668,0.719053
15625,1.88746,2.53897,0.308594
15626,2.03316,0.50916,0.790527
15627,1.49281,3.01585,0.990448
15628,1.44974,4.04242,0.039335
15629,4.03907,5.018,0.143391
15630,1.72394,0.450206,0.603892
15631,1.63584,1.18345,0.509868
15632,2.17024,3.9002,0.0255001
15633,1.57057,3.8542,0.716276
15634,2.07741,2.87312,0.520734
15635,2.58557,5.31914,0.27398
15636,1.78809,2.99116,0.147007
15637,1.435,2.34413,0.121703
15638,1.66986,2.43438,0.165326
15639,1.42447,0.663914,0.353514
15640,2.03128,1.00902,0.198646
15641,2.04641,1.78499,0.126485
15642,3.06461,2.90412,0.170214
15643,1.68587,1.68486,0.46696
15644,1.59399,0.897701,0.391936
15645,1.57569,0.385401,0.927593
15646,1.73123,3.28329,0.75309
15647,1.62975,0.886217,0.374568
15648,1.61508,2.34557,0.756091
15649,1.61818,5.41743,0.011616
15650,1.4968,3.65516,0.0581908
15651,1.58425,2.97996,0.267956
15652,1.86155,3.87054,0.0512424
15653,1.45215,0.785535,0.943931
15654,1.73436,1.7685,0.149032
15655,1.94684,2.71211,0.186467
15656,1.63848,4.54463,0.470461
15657,1.44864,3.33043,0.513741
15658,1.52226,0.756115,0.374193
15659,1.87799,4.42105,0.0259858
15660,3.48906,2.46009,0.129473
15661,2.57464,1.96251,0.0806221
15662,1.77079,2.52003,0.274291
15663,1.63271,3.22151,0.86787
15664,1.43274,2.20158,0.791303
15665,1.57577,2.6556,0.261627
15666,1.56426,1.60577,0.216131
15667,1.67122,1.49042,0.0613577
15668,1.88054,0.678475,0.737652
15669,1.55204,0.0745125,0.702332
15670,1.61249,1.18228,0.667325
15671,1.48709,2.91229,0.621694
15672,2.20694,1.55788,0.24145
15673,1.72375,2.27642,0.191594
15674,1.49739,4.35764,0.0525859
15675,1.47898,1.81991,0.163196
15676,1.43437,3.84853,0.222164
15677,1.62589,0.152942,0.616653
15678,2.75497,2.31974,0.126785
15679,1.42741,0.189881,0.750165
15680,2.88608,4.27694,0.108444
15681,1.48336,2.96115,0.0565244
15682,1.82082,2.34774,0.0780636
15683,1.42443,2.51369,0.112245
15684,1.53306,4.06977,0.0506675
15685,2.07409,1.25186,0.624605
15686,1.95037,5.06884,0.0263643
15687,1.58527,1.88847,0.536372
15688,1.87293,1.7075,0.646589
15689,1.47786,3.98691,0.0238572
15690,2.43382,4.08737,0.0531379
15691,1.63819,2.82906,0.99349
15692,1.55126,4.89794,0.0553203
15693,1.93443,2.53215,0.359738
15694,1.5913,2.47961,0.0509574
15695,1.59063,2.251,0.115129
15696,1.46438,2.09979,0.140681
15697,1.75234,1.81523,0.202137
15698,1.44728,1.89075,0.365563
15699,2.02586,0.131786,0.719168
15700,2.02396,1.38536,0.304847
15701,1.91271,1.64043,0.297965
15702,1.64933,2.88134,0.487941
15703,1.65123,2.47867,0.179801
15704,1.6162,0.900477,0.395704
15705,2.06521,0.0152899,0.599457
15706,1.49737,5.6702,0.0201542
15707,4.86303,5.09219,0.057751
15708,1.41838,4.68249,0.0862299
15709,1.66429,1.53535,0.339508
15710,1.64023,3.36026,0.764331
15711,1.52789,4.68341,0.04014
15712,1.50573,3.67849,0.0261823
15713,2.17852,0.441082,0.754619
15714,1.97536,4.02313,0.927697
15715,1.74548,2.05843,0.793955
15716,1.44965,3.31056,0.207673
15717,1.71223,1.39246,0.735651
15718,1.54927,0.508325,0.697496
15719,1.50134,3.48934,0.0217057
15720,2.52771,3.0443,0.189846
15721,1.51354,0.542639,0.418857
15722,1.75187,0.974643,0.4953
15723,1.60788,2.38729,0.54781
15724,1.99159,0.670394,0.338342
15725,1.84747,4.41347,0.0711652
15726,1.76229,1.42653,0.351634
15727,1.84093,2.04921,0.143984
15728,1.48333,2.10662,0.113736
15729,1.73228,3.6932,0.0489269
15730,1.66523,1.61169,0.101262
15731,1.49265,5.40931,0.031236
15732,1.51948,3.04363,0.114111
15733,2.15376,0.577462,0.678029
15734,3.02659,4.44811,0.26994
15735,1.89068,2.84326,0.086084
15736,1.42197,1.62242,0.590118
15737,2.26657,1.87095,0.404313
15738,1.55009,0.868772,0.433286
15739,2.04009,3.50901,0.17913
15740,1.41943,4.02377,0.821681
15741,1.47469,1.63285,0.666159
15742,1.48436,2.49655,0.245529
15743,1.54396,2.8061,0.077314
15744,1.50785,1.48495,0.761446
15745,1.68701,2.14295,0.0890557
15746,1.48102,0.219329,0.796542
15747,1.74559,3.66759,0.0352821
15748,1.88868,1.80245,0.4009
15749,1.43707,0.12288,0.556525
15750,1.65795,1.44289,0.322701
15751,1.52742,0.0658715,0.922113
15752,1.46543,3.13935,0.0123475
15753,1.64786,2.86676,0.0634571
15754,1.88316,4.59857,0.0499173
15755,1.50723,2.66881,0.142401
15756,1.48235,0.412353,0.901885
15757,1.55768,1.96996,0.332086
15758,1.51905,0.501873,0.435039
15759,1.45497,3.00919,0.116595
15760,1.48335,3.73219,0.0211004
15761,1.66051,2.62236,0.256065
15762,1.62091,1.55726,0.466133
15763,1.62771,1.21918,0.75765
15764,3.12191,2.25073,0.268596
15765,1.55278,3.85614,0.0718232
15766,3.36538,2.75898,0.129904
15767,2.17301,3.66876,0.216887
15768,8.38591,3.86451,0.119482
15769,1.62576,4.95859,0.0345639
15770,1.71066,2.49323,0.134701
15771,1.43114,0.0737261,0.727841
15772,1.78993,1.89746,0.364433
15773,3.18944,4.17821,0.565481
15774,1.45005,2.32781,0.110943
15775,2.33613,4.71902,0.500163
15776,1.9415,0.288316,0.902697
15777,2.50475,3.88591,0.495016
15778,2.40599,2.03855,0.674416
15779,1.78089,1.81215,0.267961
15780,3.58512,0.425853,0.803586
15781,1.41762,0.453653,0.71704
15782,2.0334,0.827575,0.422998
15783,1.4997,1.91223,0.0885404
15784,1.4205,4.5761,0.0208876
15785,1.59349,3.95545,0.256543
15786,1.64296,1.844,0.951899
15787,1.46673,3.17003,0.468351
15788,1.82562,3.86901,0.0756257
15789,1.609,2.72232,0.0951608
15790,1.4649,2.90077,0.699148
15791,1.99189,5.08511,0.485379
15792,1.43761,0.337561,0.628447
15793,1.65204,0.692998,0.552233
15794,1.45971,0.440571,0.562383
15795,1.75348,0.548082,0.833663
15796,1.41878,2.86412,0.552802
15797,2.37886,3.46703,0.086526
15798,1.97556,0.329939,0.672375
15799,2.23251,4.58273,0.0135433
15800,1.75952,1.34,0.284913
15801,1.79539,2.09072,0.316805
15802,1.58009,0.791341,0.813296
15803,1.64838,2.54746,0.0949615
15804,1.49189,0.0635843,0.553631
15805,2.10206,4.00154,0.180885
15806,1.69316,3.7087,0.199451
15807,1.78645,2.85344,0.604642
15808,1.53248,2.70051,0.110302
15809,1.719,2.91983,0.102549
15810,1.43412,0.219487,0.673889
15811,1.56104,2.05851,0.548451
15812,1.56665,2.697,0.25755
15813,1.68019,3.23279,0.0660927
15814,1.54042,3.72831,0.228696
15815,1.80345,0.201973,0.838708
15816,2.46665,4.26291,0.963419
15817,1.43084,0.545333,0.804408
15818,2.38769,1.88575,0.140401
15819,1.70979,5.47276,0.752125
15820,1.60828,1.41731,0.268304
15821,1.46164,2.94333,0.682589
15822,1.64572,2.96539,0.57537
15823,1.48245,3.79077,0.0113981
15824,1.52131,3.64909,0.718425
15825,2.21196,1.45033,0.789635
15826,1.77376,4.64409,0.4114
15827,2.25978,0.775455,0.600334
15828,1.67058,4.21534,0.0406999
15829,1.5942,4.11251,0.497846
15830,1.56943,2.69251,0.405585
15831,1.49188,3.32178,0.564459
15832,1.85257,2.48031,0.406355
15833,1.43188,2.55327,0.272648
15834,1.43391,4.13104,0.0286572
15835,1.59843,0.629393,0.568029
15836,1.44728,2.43145,0.276766
15837,1.4441,3.75029,0.0280156
15838,1.87613,2.61482,0.411573
15839,2.60232,3.28611,0.111444
15840,2.10322,0.74794,0.254108
15841,4.53391,1.71622,0.529425
15842,11.7133,3.28128,0.166136
15843,2.32148,4.41938,0.415694
15844,1.46475,1.9174,0.760853
15845,1.4836,0.565253,0.890622
15846,1.50356,5.18596,0.133257
15847,1.75953,2.54403,0.469021
15848,1.49948,3.10911,0.231451
15849,1.69716,4.37994,0.287261
15850,1.60376,4.51001,0.0244184
15851,1.66682,2.79903,0.0840836
15852,1.45193,3.98455,0.225895
15853,1.46907,6.5317,0.324221
15854,1.49508,1.05773,0.855531
15855,1.45534,2.18956,0.117151
15856,2.50919,0.414911,0.599258
15857,1.89985,5.00867,0.0666663
15858,1.67337,1.8962,0.850184
15859,1.41783,2.72369,0.0853519
15860,1.57971,2.16468,0.487407
15861,1.54226,0.678965,0.782182
15862,1.72763,2.67064,0.644052
15863,1.50191,0.717338,0.512388
15864,1.60795,2.8995,0.0905066
15865,1.47035,2.51783,0.393476
15866,3.14085,2.61646,0.382264
15867,1.71406,1.97551,0.122438
15868,1.63531,2.19252,0.998366
15869,1.48093,0.27413,0.490264
15870,2.25505,2.61295,0.453046
15871,1.86964,2.18703,0.251218
15872,1.424,1.96511,0.95989
15873,2.33792,4.62661,0.225128
15874,1.50814,2.2398,0.402289
15875,1.59833,4.96589,0.0135287
15876,1.52035,2.52862,0.618986
15877,2.18414,4.67375,0.666985
15878,1.83704,4.15654,0.700776
15879,1.81403,2.43662,0.24691
15880,1.75262,2.30818,0.0924144
15881,4.1675,1.17443,0.313483
15882,1.44458,3.44715,0.127813
15883,1.46095,3.12143,0.0613626
15884,1.73959,4.1628,0.357349
15885,1.88962,3.49943,0.406785
15886,2.7156,6.68958,0.0192722
15887,3.26961,1.70839,0.23424
15888,1.44515,0.550644,0.537677
15889,1.96962,3.07368,0.466211
15890,1.45222,3.19656,0.499509
15891,1.60371,3.5753,0.945972
15892,1.50273,3.29391,0.178203
15893,1.44611,2.6544,0.235655
15894,1.7933,1.53876,0.195686
15895,1.56169,0.404678,0.734496
15896,1.68768,0.148791,0.815468
15897,1.46712,1.95036,0.209848
15898,1.59861,0.661153,0.312261
15899,1.75297,1.35957,0.701706
15900,1.5607,3.41663,0.0903464
15901,1.98907,3.66975,0.196596
15902,1.80341,7.21999,0.168384
15903,1.49237,1.67841,0.457569
15904,1.86625,2.01152,0.174806
15905,2.16932,3.33607,0.222346
15906,2.7168,4.87584,0.901365
15907,1.52725,0.597804,0.69411
15908,1.41515,2.8357,0.637422
15909,1.66024,2.68879,0.615936
15910,2.03305,2.45752,0.0720877
15911,1.46096,3.24022,0.0143721
15912,1.41851,1.3846,0.250853
15913,1.51385,1.49016,0.167688
15914,1.7632,5.40782,0.115638
15915,1.58024,3.6096,0.0702569
15916,2.04071,1.62112,0.832642
15917,1.58299,1.18653,0.545642
15918,1.63994,2.31045,0.0575735
15919,1.60286,2.65446,0.054857
15920,1.87904,4.85042,0.0303482
15921,3.85652,3.6603,0.963426
15922,1.97583,4.30238,0.129445
15923,1.63448,3.62091,0.0208085
15924,1.5492,4.2785,0.0211347
15925,2.16424,2.53963,0.120374
15926,1.91961,4.9018,0.812341
15927,1.43131,2.84569,0.0505133
15928,1.53176,3.99398,0.0173121
15929,1.47548,0.716316,0.548182
15930,1.61394,0.811742,0.311375
15931,1.48291,1.17132,0.792968
15932,1.51896,2.65353,0.170604
15933,1.58767,2.70875,0.957738
15934,1.6908,0.793122,0.601614
15935,1.55097,1.91928,0.133496
15936,2.07739,3.4105,0.078776
15937,1.42377,1.18104,0.237403
15938,1.44776,3.84374,0.108724
15939,1.9274,2.32653,0.13418
15940,1.41441,2.15862,0.647436
15941,1.62772,1.08878,0.700415
15942,1.90393,1.58769,0.4364
15943,1.65949,0.833873,0.514422
15944,2.17967,2.25835,0.211353
15945,1.66383,1.30713,0.489521
15946,1.49956,1.7222,0.843263
15947,1.41479,3.99709,0.82946
15948,1.49178,2.06967,0.824189
15949,1.59909,3.12566,0.353501
15950,1.5836,3.03388,0.392228
15951,1.62133,2.9739,0.13153
15952,1.63217,3.34088,0.052877
15953,2.62075,5.74085,0.109085
15954,1.74047,2.63139,0.136509
15955,1.73034,3.32808,0.431536
15956,1.4437,2.85589,0.262956
15957,1.81287,1.66056,0.161569
15958,2.83528,0.333759,0.662772
15959,1.73539,3.87839,0.130874
15960,2.04795,1.9993,0.19578
15961,1.92236,1.33739,0.17098
15962,1.66446,2.18893,0.219932
15963,1.45552,2.59664,0.652188
15964,1.43754,0.0906308,0.804479
15965,2.36243,2.27474,0.0727583
15966,1.56049,6.40376,0.0993177
15967,2.34976,3.55113,0.148281
15968,2.9262,1.01548,0.418383
